"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.drupal.com/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Drupal | A CMS platform for great digital experiences","53","462","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","","0","","0","Mega Menu","9","Who Uses Drupal?","16","","","","http://www.drupal.com/","","","","","42721","918","14.575","1","","61","59","100.000","24","17","","","","","","","7df88e32963349b44b504a70368373f3","0.102","Sun, 19 Jul 2020 07:07:42 GMT","","","https://www.drupal.com/"
"https://www.drupal.com/advertise","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Advertise | Drupal.com","22","200","Drupal.com accepts selected advertisements, allowing you to associate your product or firm with the Drupal brand in a unique and meaningful way.","144","905","","0","Advertise","9","","0","Mega Menu","9","","0","","","","http://www.drupal.com/advertise","","","","","32813","711","14.965","2","","61","59","100.000","20","17","","","","","","","cee685244158c901f8cb8b22cfb7dccd","0.133","Sun, 19 Jul 2020 10:47:33 GMT","","","https://www.drupal.com/advertise"
"https://www.drupal.com/contact/advertising","text/html; charset=UTF-8","200","OK","Indexable","","Advertising Inquiries | Drupal.com","34","297","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","Advertising Inquiries","21","","0","Mega Menu","9","","0","","","","","","","","","34832","345","7.280","2","91","71","59","100.000","22","18","","","","","","","13b504116650a2d39567c9cc19dce694","0.115","Sun, 19 Jul 2020 11:43:46 GMT","","","https://www.drupal.com/contact/advertising"
"https://www.drupal.com/contact/case-study-submission","text/html; charset=UTF-8","200","OK","Indexable","","Case Study Submission | Drupal.com","34","330","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","Case Study Submission","21","","0","Mega Menu","9","Share Your Drupal Case Study with Drupal.com","44","","","","","","","","","36780","603","11.055","2","92","61","59","100.000","22","19","","","","","","","5f4163bb02a0b709892dca086045d1ba","0.136","Sun, 19 Jul 2020 05:04:05 GMT","","","https://www.drupal.com/contact/case-study-submission"
"https://www.drupal.com/contact","text/html; charset=UTF-8","200","OK","Indexable","","General Inquiries | Drupal.com","30","269","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","General Inquiries","17","","0","Mega Menu","9","","0","","","","","","","","","34855","345","7.264","2","91","68","59","100.000","22","18","","","","","","","ed5a0706903a7655d6842f19315d0ef8","0.196","Sun, 19 Jul 2020 07:19:29 GMT","","","https://www.drupal.com/contact"
"https://www.drupal.com/why-use-drupal","text/html; charset=UTF-8","200","OK","Indexable","","Why Use Drupal | Drupal.com","27","265","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","Why Use Drupal","14","","0","Mega Menu","9","Web Content Management","22","","","","","","","","","31607","392","9.064","2","91","62","59","100.000","21","17","","","","","","","c3470bda7ab964248f3a338fef1aa194","0.163","Sun, 19 Jul 2020 05:15:36 GMT","","","https://www.drupal.com/why-use-drupal"
"https://www.drupal.com/feature/drupal-content-authoring","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Easy Content Authoring | Drupal.com","35","327","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","Easy Content Authoring","22","","0","Mega Menu","9","Content management at your fingertips","37","","","","http://www.drupal.com/feature/drupal-content-authoring","","","","","36322","609","11.492","2","","62","59","100.000","19","17","","","","","","","330f13c4fafa6909b4646b8eab9d6a45","0.173","Sun, 19 Jul 2020 15:18:58 GMT","","","https://www.drupal.com/feature/drupal-content-authoring"
"https://www.drupal.com/feature/security","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Security | Drupal.com","21","190","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","Security","8","","0","Mega Menu","9","Dedicated Security Team","23","","","","http://www.drupal.com/feature/security","","","","","40127","983","17.189","2","","63","59","100.000","19","17","","","","","","","6c02845e633f2578900e347a24955af2","0.165","Sun, 19 Jul 2020 10:46:19 GMT","","","https://www.drupal.com/feature/security"
"https://www.drupal.com/feature/drupal-scalability","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Highly Scalable | Drupal.com","28","256","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","Highly Scalable","15","","0","Mega Menu","9","Scalability for Serious Sites","29","","","","http://www.drupal.com/feature/drupal-scalability","","","","","34815","569","11.131","2","","62","59","100.000","19","17","","","","","","","d424ce541781c281cbed21fccad363ae","0.153","Sun, 19 Jul 2020 03:10:06 GMT","","","https://www.drupal.com/feature/drupal-scalability"
"https://www.drupal.com/trademark","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Drupal trademark and logo policy | Drupal.com","45","409","The Drupal trademark is owned and controlled by Dries Buytaert, who cooperates with the Drupal Association and local non-profit associations to foster the use of the Drupal software.","182","1133","","0","Drupal trademark and logo policy","32","","0","Mega Menu","9","1. Background information","25","","","","http://www.drupal.com/trademark","","","","","50906","3281","40.704","2","","61","59","100.000","24","22","","","","","","","b7acc8afdce711d22417e03eae023196","0.249","Sun, 19 Jul 2020 09:01:54 GMT","","","https://www.drupal.com/trademark"
